hour,day,rssi,distance,label
21,3,-55.62147933,0.001437322,0
16,2,-48.22681284,0.001193715,0
7,4,-87.20789804,0.002584384,2
13,0,-42.59317152,0.001463428,0
4,0,-41.5550211,0.012226901,2
9,0,-53.08104715,0.001424567,0
7,3,-64.53045194,0.003219136,0
19,0,-32.7608506,0.000860095,0
18,0,-90.94738819,0.014799464,2
22,3,-51.79480789,0.001277708,0
20,6,-66.05799281,0.002757624,1
20,0,-50.09119686,0.000584304,0
4,0,-77.27060314,0.003905464,1
15,5,-53.92942781,0.003203657,2
9,0,-50.53967186,0.002669637,0
9,1,-63.03365607,0.000882613,0
3,3,-96.38703023,0.006194914,2
21,3,-84.91135659,0.01872918,2
19,0,-52.73970644,0.001741231,0
19,5,-64.03924951,0.000677616,0
19,3,-39.72059454,0.000161507,0
2,2,-67.40590698,0.007336745,1
4,2,-73.8459037,0.004304489,1
19,5,-51.80808589,0.000412975,0
19,4,-56.11779949,0.001619195,0
20,5,-44.41554086,0.001871475,0
20,3,-66.15504909,0.00153836,0
18,0,-52.05866531,0.001347497,0
20,3,-57.64242126,0.000347304,0
21,0,-59.36769999,0.002341993,0
8,0,-52.46787173,0.000306799,0
9,5,-54.88618019,0.000876294,0
22,5,-47.46175509,0.000952419,0
21,3,-42.69848172,0.001298843,0
10,4,-46.30193444,0.015454333,1
8,6,-67.91091759,0.001507069,0
3,0,-60.82861155,0.004163524,1
20,6,-54.50494167,0.00062916,0
19,3,-57.76647953,0.00383992,0
7,2,-65.8683345,0.000490082,0
9,0,-57.29150933,0.000530019,0
22,6,-60.38859904,0.005305729,1
9,1,-41.96049252,0.001999804,0
7,2,-47.2824251,7.68E-05,0
18,3,-41.57327241,0.001971511,0
22,1,-27.13178275,0.004880582,1
12,6,-61.59187331,0.001048215,0
4,6,-50.28636474,0.024679207,2
0,2,-42.95137908,0.0052488,1
22,5,-75.13671734,0.003790012,1
19,4,-48.31870327,0.000994468,0
3,2,-67.10210409,0.003401145,1
21,5,-63.3808439,0.000879872,0
3,0,-38.48090324,0.000391204,0
21,3,-62.86973023,0.001377513,0
21,2,-48.90140942,0.001479804,0
21,0,-73.22068512,0.001595191,0
3,0,-66.8544515,0.001304572,1
22,4,-55.45200344,0.003126833,1
10,4,-104.0053959,0.016626732,2
9,5,-50.73969368,0.000954162,0
7,0,-50.4652818,0.000907313,0
7,4,-42.15271617,0.000458167,0
14,4,-58.30094036,0.013454549,2
8,5,-65.65283939,0.00095156,0
18,3,-55.71404299,0.001450025,0
1,4,-96.66720319,0.010233821,1
10,1,-59.70933245,0.016364056,2
4,5,-67.27616875,0.000300762,0
1,2,-60.55392947,0.001329547,0
7,1,-50.3387397,0.002094884,0
22,2,-51.98555055,0.000224257,0
22,3,-69.48761199,0.003428459,1
22,6,-50.83726479,0.001836464,0
2,2,-74.54347458,0.008965696,1
21,6,-59.08058391,0.000915586,0
19,1,-79.01446827,0.00907348,1
7,5,-63.33772591,0.001523314,0
1,0,-49.25851143,0.000942887,0
16,6,-61.36703856,0.004073549,1
9,0,-51.61215839,0.001651955,0
9,4,-46.78680072,0.000785802,0
16,1,-54.76071162,0.002270257,1
20,2,-46.67084341,0.002310364,0
0,5,-130.8452372,0.008928951,1
22,5,-65.9274841,0.000696378,0
8,1,-47.4491094,0.001584126,0
16,1,-47.34079533,0.001248269,0
12,0,-68.14689359,0.013235734,2
9,6,-57.48769644,0.002477302,0
21,6,-49.33337949,0.001483779,0
23,5,-42.322911,0.000580891,0
23,4,-51.90410507,0.005115842,1
18,1,-56.29534597,0.000931581,0
21,5,-72.61477531,0.000784301,0
8,4,-40.46400996,0.001444899,0
21,4,-70.82999006,0.019751557,2
21,2,-45.45081997,0.00112308,0
1,1,-55.05636805,0.004563982,1
14,2,-42.64678386,0.001231373,0
2,5,-97.90389243,0.005810661,1
18,4,-66.60530344,0.002185803,0
23,3,-79.10313047,0.007540109,1
0,5,-76.60066984,0.000657501,1
1,5,-57.77619199,0.024637633,2
22,1,-47.15790662,0.000618649,0
15,2,-54.91680395,0.00490628,1
22,1,-45.84330353,0.000377394,0
18,6,-54.64774448,0.000688022,0
18,4,-84.17701862,0.015831976,2
19,4,-50.22686842,0.001213884,0
6,6,-49.02430799,0.000684126,0
17,2,-74.33604444,0.005863471,1
18,0,-53.1129298,0.001863442,0
21,4,-62.79637276,0.00095547,0
19,4,-39.42165574,0.000954267,0
15,3,-72.76929683,0.005577837,1
22,6,-58.13951499,0.002733143,2
22,2,-57.72274325,0.001643031,0
16,3,-42.95332753,0.000419481,0
6,6,-45.04839491,0.000633334,0
4,0,-72.51662776,0.008169401,1
17,2,-65.00829365,0.000846252,0
18,6,-68.25127377,0.002492367,0
20,5,-43.41977794,0.001494578,0
6,0,-59.1551241,0.00028786,0
18,5,-53.17528324,0.002006783,0
7,2,-81.83937157,0.001820401,0
7,2,-57.04586045,0.001119811,0
18,1,-49.91036646,0.011882983,2
13,1,-38.82580115,0.001295273,0
0,3,-63.39083089,0.001139654,1
14,5,-73.72555376,0.005403782,1
19,4,-43.07262281,0.000765102,0
11,5,-86.27991953,0.006717896,1
21,5,-66.61742405,0.008911072,1
15,0,-49.40586679,0.000506064,0
8,3,-59.85463048,0.000298003,0
9,4,-48.61184405,0.005778831,1
20,2,-67.68660877,0.001632858,0
22,3,-50.0162086,0.001369483,0
8,6,-55.32527995,0.001307689,0
18,6,-45.66093093,0.00047238,0
0,6,-61.76337009,0.004007643,1
19,4,-71.52734072,0.000264335,0
21,5,-52.20596282,0.00105182,0
19,6,-56.32090129,0.002697229,0
4,0,-69.18109344,0.008111186,2
7,4,-49.10035407,0.001001356,0
7,5,-62.63550338,0.00092246,0
20,3,-52.73839973,0.001334025,0
3,2,-56.54872099,0.002352118,1
8,1,-42.17553607,0.000563205,0
2,4,-65.10952422,0.004521839,1
9,0,-39.16359871,0.000951855,0
18,6,-61.39075074,0.000719771,0
18,5,-57.12106471,0.000183715,0
12,5,-42.70121091,0.000492806,0
22,4,-63.98918967,0.001092637,0
3,1,-46.98557289,0.000814369,0
8,5,-54.03511779,0.00088285,0
19,1,-54.34540581,0.001705344,0
19,2,-37.76204973,0.000903937,0
21,0,-65.54696795,0.001101654,0
20,0,-62.61304654,0.000634241,0
21,4,-55.78193433,0.000259956,0
11,5,-60.84137096,0.000529945,0
19,4,-49.3850418,0.001184103,0
13,2,-75.52092512,0.000770756,0
9,2,-69.57038342,0.000492311,0
8,6,-73.07093157,0.000491825,0
20,6,-65.75513463,0.00090326,0
20,6,-60.46954075,0.001191044,0
13,3,-76.04023309,0.001687311,0
15,6,-66.35336381,0.000856356,0
20,4,-56.17657904,0.001879344,0
0,1,-60.65464234,0.001816562,1
18,2,-65.54318226,0.002072418,0
11,5,-79.8490393,0.003099843,1
21,3,-54.00294531,0.002187047,0
9,1,-78.19585365,0.025710259,2
0,1,-68.27495595,0.006873781,1
8,1,-56.67401855,0.001004409,0
10,1,-56.75185884,0.000660773,0
21,6,-59.46310338,0.000715827,0
9,5,-47.09225759,0.000433947,0
0,2,-49.88682078,0.003011392,1
3,0,-56.28910847,0.004538512,1
6,3,-68.70193825,0.005722221,1
7,6,-68.30846306,0.001189377,0
19,0,-57.67518748,0.000528787,0
19,5,-45.907298,0.00184947,0
18,3,-60.44486954,0.001147234,0
9,3,-58.65618625,0.000581629,0
22,4,-55.23779462,0.000896931,0
21,3,-50.06893102,0.00213591,0
19,3,-50.1013963,0.000997504,0
13,6,-70.30251608,0.015916432,2
15,0,-46.43379815,0.000410551,2
18,4,-95.81376178,0.004569025,1
7,2,-62.67726052,0.000460105,0
7,5,-54.76198903,0.001219273,0
8,6,-76.92321552,0.020884207,2
21,1,-44.58350799,0.002086579,0
19,6,-63.16901568,0.001028891,0
8,4,-44.90788165,0.001459371,0
13,4,-73.94025355,0.014047499,2
21,4,-53.8124761,0.001154304,0
13,0,-90.38269846,0.003876658,1
22,0,-64.94988741,0.001281145,0
9,2,-54.64495598,0.00227144,0
17,3,-60.72171353,0.005055805,1
22,4,-73.47484067,0.012695689,2
3,2,-55.58208029,0.000941953,1
21,3,-58.34266244,0.003219862,0
6,4,-58.93433167,0.001443146,0
21,5,-58.60317489,0.000469658,0
22,2,-62.94095738,0.000962142,0
20,4,-73.02106599,0.004843033,2
20,2,-54.38313742,0.001949814,0
21,5,-66.42651247,0.002373573,0
10,0,-60.22963467,0.003370108,1
12,5,-80.10617852,0.01972428,2
18,0,-61.30461943,0.001536269,0
0,4,-56.20605625,0.001681154,0
1,4,-73.08402796,0.006614465,1
22,2,-66.8073709,0.009785246,1
21,2,-62.28666564,0.00093828,0
8,3,-51.28321011,0.001248192,0
21,4,-75.96020361,0.001743874,0
22,6,-50.55297076,0.007950617,1
16,3,-58.14422633,0.001174164,0
11,6,-54.93511628,0.002334546,0
22,5,-42.67259888,0.000899012,0
8,3,-50.02202629,0.001389134,0
5,4,-68.03252004,0.008942147,1
22,0,-47.00799436,0.001058681,0
10,3,-59.51667729,0.001285978,0
20,1,-56.06179613,0.002207188,0
22,0,-70.92255535,0.004163956,1
19,0,-59.86899888,0.014697234,2
19,4,-58.76572969,0.00902018,2
0,0,-55.89921062,0.003597358,1
8,1,-42.8016054,0.003098086,0
19,5,-50.07325788,0.000715955,0
9,6,-61.7142089,0.00168668,0
5,3,-37.32126822,0.00104363,0
3,6,-47.51843289,0.006296591,1
14,5,-57.23502479,0.00409595,1
21,6,-63.33013302,0.006151115,2
22,1,-79.90747353,0.004730292,1
8,0,-50.93014511,0.00141088,0
17,0,-45.3986777,0.002275696,0
21,4,-42.46937552,0.001272417,0
7,6,-54.99235344,0.001658134,0
6,0,-68.91302325,0.001449532,0
2,2,-60.77579231,0.013259416,2
22,3,-106.9737161,0.004250206,2
10,2,-49.06901606,0.00207038,0
21,5,-60.35100306,0.000530039,0
19,5,-54.3389938,0.001240136,0
8,0,-51.6804873,0.001180474,0
7,5,-95.22265624,0.007257733,2
7,3,-59.78992625,0.00092218,0
7,2,-52.61896192,0.00138016,0
9,2,-55.26407949,0.003021523,0
18,4,-54.28648053,0.000823131,0
14,4,-60.077279,0.000740816,0
16,6,-56.47249367,0.003747817,1
3,5,-62.68488919,0.003710495,1
20,3,-65.93963064,0.001082918,0
6,2,-57.89416325,0.008623894,1
18,6,-29.76573646,0.001163971,0
3,0,-47.32982649,0.00594323,1
9,6,-69.99458939,0.000619582,0
3,3,-87.12850616,0.00416129,1
21,2,-71.79999981,0.002464824,0
20,4,-43.18453201,0.005675648,1
9,2,-70.1034446,0.001112235,0
8,4,-64.34676092,0.00110985,0
12,3,-63.48576358,0.009089215,2
8,1,-51.68910393,0.002420892,0
5,5,-53.56302527,0.005029674,1
9,3,-51.75326153,0.001053678,0
18,3,-58.47691099,0.008660415,1
19,6,-55.0022441,0.002172221,0
9,4,-59.26986797,0.001240959,0
9,2,-47.96701537,7.14E-05,0
21,0,-48.68867285,0.001324741,0
8,0,-53.23218868,0.001417252,0
15,4,-53.50946265,0.003391633,1
22,4,-82.16699733,0.005866227,1
9,2,-66.31505347,0.001133833,0
8,1,-61.58494851,0.000818013,0
14,1,-42.83833145,0.001107729,0
11,5,-56.83956611,0.012434373,2
7,4,-41.81396209,0.002665309,1
3,1,-72.63080098,0.00460069,1
22,0,-74.38286867,0.004789342,1
21,4,-67.52104228,0.02159516,2
21,5,-46.37521136,0.000512087,0
19,2,-35.6773862,0.001066044,0
11,1,-50.29248744,0.001283586,0
8,1,-66.39407146,0.001500081,0
13,5,-52.26582474,0.006778822,1
18,4,-36.21552229,0.001540701,0
9,2,-49.88800932,0.001214085,0
19,3,-62.66638601,0.002722476,0
2,5,-53.26562906,0.004978153,1
0,5,-70.62452784,0.004566729,1
8,3,-62.3167513,0.001083054,0
19,2,-52.14498629,0.0012574,0
11,3,-73.36527532,0.000497535,0
10,2,-55.73394355,0.005015459,1
8,0,-48.52784948,0.000712583,0
7,6,-49.92604396,0.001921297,0
0,0,-56.95887904,0.006396343,1
22,1,-93.09587992,0.00148718,0
7,6,-59.40794959,0.002021399,0
18,2,-45.66873024,0.000930783,0
7,5,-43.86171344,0.001280866,0
11,2,-79.4462366,0.003809047,1
17,5,-65.13173733,0.002740555,0
11,2,-37.7459346,0.003366884,2
1,0,-61.50525268,0.002318043,0
14,2,-89.0574685,0.019871198,2
14,0,-84.42513758,0.021022968,2
3,5,-34.71223516,0.000663494,1
23,0,-49.75832716,0.006003713,1
13,4,-29.23916263,0.003892949,0
7,4,-50.55066709,0.001140787,0
18,6,-57.94625962,0.001718357,0
20,2,-59.68583972,0.001284208,0
0,1,-65.91402993,0.00269499,0
18,1,-54.64132347,0.000903701,0
1,5,-50.15803456,0.004400002,1
19,6,-58.06627546,0.000426804,0
13,3,-62.7245522,0.00369589,1
6,2,-57.82756821,0.000689767,0
23,2,-70.21898819,0.003947577,1
18,4,-63.68446639,0.007956233,2
9,5,-56.52803741,0.000809652,0
19,0,-66.00272519,0.000420073,0
0,5,-52.43931055,0.001265154,1
19,3,-58.21670674,0.001894226,0
22,0,-54.76644275,0.000863946,0
0,2,-41.71870555,0.011377608,2
9,6,-58.51120449,0.003149978,0
21,0,-59.18675268,0.001122533,0
2,2,-62.83874749,0.006426934,1
21,5,-67.45444894,0.001674237,0
19,4,-60.22594408,0.001949286,0
22,6,-55.33039728,0.001058638,0
9,6,-60.61896072,0.000509055,0
9,1,-45.02835804,0.001073068,0
13,5,-69.19162645,0.014988743,2
23,0,-67.64710433,0.008329268,1
22,1,-52.51912406,0.000992216,0
2,6,-39.07061416,0.008529233,1
22,6,-60.19934336,0.001606565,1
21,3,-73.38393758,0.0015217,0
16,4,-49.49987549,0.00187839,0
22,1,-77.87486994,0.000859639,0
23,4,-67.14843228,0.00406089,1
4,3,-67.23946018,0.001057972,2
7,2,-50.15848483,0.000660224,0
22,2,-65.09971006,0.005002881,1
21,1,-51.91988023,0.001167893,0
7,6,-56.4071098,0.001264422,0
6,3,-56.83178609,0.000558624,0
13,1,-41.01305065,0.005796743,2
15,4,-63.99813615,0.006146988,1
22,3,-72.08373702,0.002877828,0
20,6,-61.84036624,0.001159373,0
10,1,-52.13583042,0.002980464,0
19,1,-56.78224921,0.00116577,0
22,0,-47.49882895,0.000940234,0
3,1,-68.78992674,0.005607144,1
8,0,-52.45427006,0.001620844,0
7,5,-35.51559293,0.000720895,0
22,0,-66.94240458,0.004053697,1
6,3,-54.93447472,0.000633403,0
18,2,-44.8807067,0.001748301,0
9,2,-61.39030228,0.003092754,1
9,2,-51.55796429,0.001468604,0
18,4,-53.26220911,0.002351567,0
19,4,-33.29108543,0.000605203,0
20,1,-48.11615027,0.001197889,0
19,1,-50.55767355,0.001057743,0
7,6,-60.36136407,0.001679625,0
9,3,-77.06735576,0.000534865,0
14,5,-48.80532371,0.001140098,0
16,4,-49.94135122,0.003286588,0
19,6,-53.22168061,0.001175361,0
8,4,-62.14666153,0.001358442,0
7,1,-59.05883397,0.001058777,0
2,0,-60.3851949,0.007185388,1
7,4,-48.90051971,0.00154654,0
4,1,-52.48745282,0.001795193,0
23,3,-51.37894638,0.001340024,0
18,4,-62.54167068,0.001357467,0
10,5,-51.30175563,0.001857196,0
9,2,-62.94190579,0.002673989,1
14,6,-68.04975848,0.001380197,2
21,0,-42.3322836,0.001593763,0
0,5,-70.44013464,0.004043043,1
19,3,-51.19994785,0.00236288,0
19,1,-41.73442994,0.000788051,0
13,3,-91.83759111,0.002720538,1
21,0,-59.21315584,0.00567762,1
12,6,-62.97057996,0.006861517,1
18,2,-54.92669042,0.001011442,0
2,5,-71.11106888,0.003925149,1
19,4,-41.19689041,0.001185923,0
18,6,-40.46732902,0.001622781,0
2,1,-47.92283494,0.004747167,1
22,2,-68.38623878,0.000398815,2
4,3,-53.55268497,0.003016297,1
8,0,-46.44691146,0.000403931,0
8,3,-69.72511807,0.034323442,2
13,2,-53.12471695,0.002999661,0
22,4,-40.33376271,0.00171708,0
7,3,-50.35442905,0.002950132,0
20,0,-57.92296712,0.000796488,0
14,3,-63.53594946,0.00804267,1
9,6,-43.02645163,0.00160254,0
18,1,-63.49800343,0.000792785,0
7,5,-55.1692754,0.000606011,0
22,5,-47.41409754,0.000722472,0
8,2,-49.15010492,0.001165968,0
17,1,-60.53742918,0.008594276,2
20,3,-66.76165733,0.003036134,0
0,5,-76.49117106,0.004560222,1
6,3,-82.49595655,0.021537581,2
8,2,-52.51415702,0.001239392,0
5,1,-49.14708171,0.004318679,1
14,2,-81.15234374,0.014566844,2
19,2,-39.57601132,0.001021806,0
19,0,-50.72549603,0.001090902,0
19,1,-37.99430582,0.001208405,0
7,6,-63.25582262,0.002359446,0
10,0,-61.17179075,0.008107106,1
8,6,-74.33444827,0.004125451,1
8,1,-55.60745538,0.000992966,0
23,2,-55.7971971,0.000842723,0
21,0,-59.0738975,0.001247595,0
8,5,-50.14273543,0.002334935,0
18,3,-55.34002354,0.000573363,0
21,0,-41.93933195,0.001317399,0
6,6,-63.94986668,0.009208939,1
22,2,-61.65906968,0.002839223,0
7,5,-52.18976832,0.001164041,0
2,4,-45.06265055,0.004178487,1
9,3,-68.35929238,0.003535992,1
20,1,-64.32729587,0.000643929,0
0,2,-73.84135772,0.005194799,1
21,6,-73.02297859,0.005061836,1
13,1,-61.95307241,0.000526305,0
2,3,-77.80801274,0.004760902,1
21,5,-49.10080215,0.000605651,0
8,6,-71.15268133,0.005033533,2
8,6,-46.6253025,0.000337521,0
19,4,-68.7425395,0.000496788,0
20,1,-55.56604293,0.000644516,0
11,5,-68.95663003,0.008694882,2
21,3,-74.05877816,0.005596305,1
21,6,-60.98447346,0.000721418,0
18,0,-78.47082679,0.001903495,0
20,5,-51.97776455,0.001144541,0
1,0,-58.83042201,0.002544402,1
11,6,-73.40101744,0.03750458,2
10,5,-47.25879575,0.004861606,1
11,1,-57.43066336,0.001593638,0
14,3,-68.05297184,0.01477402,2
20,3,-43.05385716,0.000283032,0
20,4,-50.9317769,0.001231464,0
6,3,-49.8388946,0.001844958,0
1,6,-50.51229329,0.004940915,1
23,5,-55.77868168,0.001048695,0
2,2,-59.39839688,0.00501261,1
5,5,-55.5428333,0.001562225,0
16,4,-51.1898433,0.003192361,0
21,4,-52.80556088,0.003373745,0
19,3,-81.31547517,0.003234219,1
8,4,-45.44180308,0.000368815,0
22,3,-60.76847208,0.0042077,1
16,1,-51.06391616,0.027176123,2
1,4,-71.406666,0.006864113,1
19,1,-48.57997296,0.001567796,0
7,4,-59.12353836,0.001689122,0
22,1,-83.17338124,0.017428313,2
13,3,-72.24325774,0.000552916,1
18,0,-52.96938115,0.00111108,0
22,6,-60.34090112,0.001506058,0
22,3,-66.33696867,0.001107417,0
21,2,-79.7857938,0.000531117,0
20,4,-59.08692512,0.001039728,0
18,0,-54.02247769,0.001759008,0
5,0,-52.96760299,0.001610415,0
15,5,-39.14938318,0.019368372,2
23,5,-51.70261118,0.003274405,1
3,0,-67.69260608,0.00155455,0
8,0,-57.30488451,0.001571859,0
1,2,-63.09899674,0.001588592,1
12,4,-69.18978071,0.003708436,1
8,1,-51.20894082,0.000554099,0
5,1,-58.9355808,0.002402341,0
2,2,-73.58141252,0.005107091,1
19,4,-48.25079486,0.001160255,0
21,3,-64.9475731,0.000996706,0
21,6,-74.07245733,0.001979998,0
3,2,-79.6186569,0.023468438,2
7,5,-56.09575746,0.000676767,0
15,4,-59.70455901,0.026411358,2
19,3,-54.87365818,0.004452282,1
2,6,-62.16252343,0.005388362,1
22,4,-69.15481376,0.000445757,0
0,6,-60.91818586,0.00464422,1
13,3,-55.64050721,0.001632096,1
8,0,-60.82912058,0.002160121,0
0,2,-69.22982365,0.003738828,1
13,0,-86.7308613,0.016524801,2
21,3,-47.87919998,0.000617547,0
17,2,-52.78245838,0.027872166,2
18,3,-46.70745502,0.001139138,0
8,6,-49.93873791,0.001715276,0
19,5,-50.14669575,0.017867363,2
6,3,-89.24834946,0.010914115,1
20,2,-46.07928466,0.00040497,0
12,0,-53.60065937,0.000514388,0
22,6,-55.17887441,0.002151444,0
7,2,-60.34107737,0.000655294,0
7,1,-63.99831641,0.001975758,0
1,1,-58.8573986,0.0006772,0
2,0,-76.01387611,0.006029154,1
20,5,-61.14742784,0.0029608,0
22,5,-65.33613551,0.000990128,0
18,5,-98.72981436,0.014890822,2
19,2,-52.07193706,0.000162616,0
21,1,-61.94281051,0.002683269,0
18,1,-59.67250623,0.004349127,1
11,5,-41.78631037,0.00177259,0
18,0,-52.07000798,0.002404619,0
20,0,-65.79858318,0.001707888,0
8,1,-55.61922184,0.001417003,0
22,4,-63.338754,0.001094991,0
18,6,-52.10803222,0.000716219,0
1,2,-71.98464793,0.005544425,1
21,0,-43.29490798,0.00123353,0
9,1,-58.05683729,0.001691499,0
18,2,-52.60624097,0.001648811,0
9,5,-50.35249964,0.000451413,0
8,2,-58.10010059,0.000750461,0
3,4,-41.56885196,0.001657414,0
7,6,-59.20181249,0.003472907,1
21,2,-49.36529367,0.000338381,0
22,2,-60.70209899,0.006759109,1
21,6,-60.17279472,0.001404806,0
7,5,-55.00342489,0.001717036,0
21,6,-55.2658152,0.00050006,0
22,6,-55.84189044,0.001016121,0
22,2,-44.63791442,0.001779658,0
4,1,-61.13997087,0.001868085,0
7,0,-57.36475701,0.001733664,0
18,3,-74.24705399,0.004609285,1
6,4,-68.64676818,0.001598787,0
14,3,-61.54896837,0.036933403,2
19,2,-61.45482253,0.002356745,1
8,3,-53.49179671,0.00112923,0
22,1,-51.41393717,0.004810186,1
19,0,-45.84712515,0.000582066,0
7,1,-45.68084712,0.001212078,0
17,6,-56.36730089,0.001902498,0
7,6,-65.86100762,0.018180506,2
17,0,-67.30513318,0.000793188,0
8,4,-66.4456299,0.00109306,0
22,4,-71.60006474,0.016516423,2
16,4,-67.09898705,0.00981553,2
7,6,-79.82406993,0.000854838,1
23,1,-55.70312446,0.006013669,1
19,1,-60.29759125,0.002305241,0
22,3,-61.97825363,0.000576163,0
20,3,-61.80424568,0.001540645,0
20,5,-55.61264804,0.000904891,0
1,6,-56.04156458,0.003228392,1
3,1,-80.63125921,0.005107973,1
6,3,-57.66171121,0.000524667,0
20,3,-47.32402879,0.001383484,0
21,4,-46.0663675,0.000944488,0
20,4,-57.31977765,0.000908793,0
20,3,-25.62168296,0.001818592,0
3,5,-64.30914429,0.003008046,1
2,3,-61.27389975,0.00873541,1
3,0,-70.29771834,0.002591083,1
22,1,-61.19479428,0.001599816,1
22,2,-50.78474078,0.002386433,0
12,3,-61.63352094,0.002103349,1
23,1,-62.19593536,0.000205679,0
2,6,-59.18413466,0.005387854,1
19,0,-57.33618457,0.000712672,0
1,0,-67.72561645,0.005209967,1
17,1,-49.59030648,0.000263145,0
9,1,-58.84733459,0.00056226,0
19,3,-51.34414132,0.001102809,0
8,5,-51.27887715,0.001580064,0
3,5,-51.78658655,0.005372158,1
9,5,-53.21626191,0.000712811,0
7,2,-62.1777471,0.001310602,0
3,3,-48.96208135,0.006401117,1
19,5,-67.55247294,0.002500286,0
3,0,-49.9781039,0.001015909,0
9,3,-65.7372537,0.000667545,0
21,2,-66.21690826,0.002713576,2
1,0,-58.61922359,0.008823447,1
21,6,-74.02775887,0.001203869,0
9,0,-49.55272277,0.001121005,0
22,4,-58.86651066,0.001196311,0
8,1,-59.68418484,0.001368071,0
9,6,-56.72810127,0.001826208,0
2,4,-64.82846433,0.002206382,0
14,0,-69.64889553,0.001486364,0
3,2,-82.18090576,0.008020653,1
13,4,-52.28673087,0.00165709,0
21,5,-53.23859762,0.00125287,0
0,6,-34.86530156,0.004438041,2
17,2,-66.49276644,0.005121116,2
20,2,-55.1591619,0.001044052,0
7,2,-34.55315753,0.000999632,0
3,6,-55.24824509,0.002498667,1
20,2,-59.9814428,0.00153598,0
22,5,-52.60420759,0.001282253,0
2,0,-72.67805059,0.004931879,1
21,1,-58.46669647,0.000711276,0
2,6,-57.55551761,0.002195856,1
1,6,-57.80436692,0.002300088,1
8,3,-41.76250295,0.001053687,0
7,1,-53.50992928,0.000823924,0
3,6,-78.44743112,0.009668386,1
9,2,-50.90834007,0.000804283,0
5,5,-60.42869182,0.001439154,0
8,1,-46.04620695,0.001269166,0
15,2,-68.6229767,0.00578632,1
7,4,-52.94468703,0.003362334,0
8,0,-58.10359769,0.000698453,0
16,6,-50.901257,0.004858785,1
18,3,-51.76526862,0.001637966,0
23,1,-85.10642384,0.003578588,1
20,1,-57.78305242,0.000217498,0
19,1,-46.82914107,0.001609818,0
23,0,-39.55614724,0.001888301,0
21,3,-67.47477959,0.001046358,0
21,0,-57.89003716,0.002250774,0
2,4,-72.71939409,0.001577272,1
0,2,-47.45667569,0.024440714,2
7,4,-56.28517113,0.001078278,0
23,6,-67.37893519,0.003328258,1
20,0,-60.6882373,0.001375092,0
21,5,-57.96610851,0.002139441,0
7,6,-58.12452558,0.008046291,1
2,3,-46.22782363,0.003504257,1
18,2,-52.57968672,0.001411831,0
22,2,-44.92374529,0.001127931,0
21,4,-55.06673937,0.001949955,0
19,3,-81.72733521,0.001534095,0
2,6,-70.82055679,0.001449855,1
21,1,-65.84301574,0.003882505,0
18,6,-61.58470577,0.005352799,1
1,1,-70.02523292,0.002271908,1
20,5,-55.38463146,0.002564907,0
19,6,-65.67706451,0.007179133,2
9,3,-52.83644127,0.001402269,0
19,5,-51.59702852,0.000740079,0
9,5,-54.07109918,0.00143815,0
9,0,-53.07785285,0.002171318,0
20,6,-48.25882388,0.001717361,0
21,2,-49.76650668,0.000722895,0
6,4,-70.60540738,0.001623805,0
1,2,-51.48407475,0.005702443,1
22,6,-66.58696366,0.001270026,0
17,5,-57.88343059,0.001838471,1
22,0,-59.95590659,0.005376001,1
18,1,-57.00231525,0.001022898,0
22,0,-54.68026601,0.004309857,1
1,6,-66.9576964,0.004813677,1
0,0,-65.32613003,0.005984273,1
18,0,-61.62815731,0.002329138,1
22,3,-50.49558973,0.001391354,0
7,4,-53.46497698,0.001587138,0
2,2,-55.23922656,0.000719964,1
13,6,-59.73049793,0.000817987,0
22,5,-50.84555714,0.002884777,1
19,4,-52.13616077,0.001117638,0
13,5,-119.8002272,0.01343503,2
7,3,-52.66710128,0.000860241,0
22,6,-61.55399792,0.000852303,0
4,1,-57.75177766,0.009383445,2
19,2,-83.07042381,0.01529564,2
12,4,-47.69136768,0.000754223,0
23,2,-60.83647067,0.003290524,1
22,0,-11.32387574,0.004884953,1
3,6,-51.1095509,0.00041057,0
17,5,-55.89978417,0.00087687,0
11,5,-72.66531071,0.004441269,1
1,3,-66.6734623,0.003782083,1
0,1,-74.35116893,0.000969991,1
18,4,-52.98407171,0.001636087,0
8,6,-40.85993935,0.000567156,0
18,4,-78.7729078,0.000953484,0
22,6,-54.04404339,0.001302687,0
20,2,-61.27270038,0.001114239,0
23,1,-38.10158907,0.019106409,2
6,3,-46.90105217,0.001697654,1
14,3,-34.93583102,0.001941531,0
14,1,-63.36546378,0.005163903,2
19,0,-60.36659957,0.001475524,0
18,4,-39.41250612,0.000679374,0
21,5,-37.37972699,0.001870298,0
18,5,-53.69940098,0.001238052,0
9,5,-56.66023928,0.000853713,0
19,3,-28.53358678,0.001012778,0
9,1,-76.06805842,0.00594895,1
12,0,-67.08137883,0.006324636,1
20,2,-66.52920547,0.002052622,0
4,6,-77.43736037,0.006475221,2
14,5,-38.36847813,0.001176681,0
20,2,-48.66016843,0.001574788,0
12,4,-63.97999538,0.001858135,0
21,5,-55.99862104,0.001569825,0
18,6,-62.45214422,0.002199729,0
23,1,-75.11506482,0.021761198,2
0,3,-54.04046245,0.004430105,1
1,4,-64.537063,0.004438901,1
23,6,-59.16299439,0.003703032,1
9,1,-50.25449681,0.002438474,0
5,4,-77.96113558,0.004647862,1
7,6,-51.87207279,0.008000024,1
